command,Vm
86.4901,-17.7
86.4874,-17.8438
86.4848,-17.5938
86.4822,-17.7563
86.4795,-17.7
86.4769,-17.5063
86.4743,-17.7437
86.4716,-17.6437
86.469,-17.6812
86.4663,-17.7125
86.4637,-17.7563
86.461,-17.6562
86.4584,-17.7313
86.4557,-17.75
86.4531,-17.9187
86.4505,-17.6688
86.4478,-17.7937
86.4452,-17.9
86.4425,-17.8438
86.4398,-17.7812
86.4372,-17.7812
86.4345,-17.725
86.4319,-17.85
86.4292,-17.8438
86.4266,-17.8438
86.4239,-17.8813
86.4213,-17.9688
86.4186,-17.7875
86.4159,-17.9062
86.4133,-17.7437
86.4106,-17.9437
86.4079,-17.8562
86.4053,-17.8312
86.4026,-17.8562
86.3999,-17.825
86.3973,-17.8375
86.3946,-17.8625
86.3919,-17.725
86.3893,-17.7313
86.3866,-17.675
86.3839,-17.8562
86.3812,-17.7
86.3786,-17.6312
86.3759,-17.6875
86.3732,-17.7563
86.3705,-17.7563
86.3679,-17.7375
86.3652,-17.65
86.3625,-17.8312
86.3598,-17.9062
86.3571,-17.8062
86.3545,-17.8937
86.3518,-17.9
86.3491,-17.8438
86.3464,-17.7313
86.3437,-17.675
86.341,-17.775
86.3383,-17.75
86.3356,-17.7937
86.3329,-17.725
86.3303,-17.7937
86.3276,-17.6875
86.3249,-17.8312
86.3222,-17.7062
86.3195,-17.7125
86.3168,-17.7937
86.3141,-17.8937
86.3114,-17.7687
86.3087,-17.825
86.306,-17.7125
86.3033,-17.8687
86.3006,-17.9312
86.2979,-17.8875
86.2952,-17.9
86.2925,-17.9
86.2898,-17.8438
86.287,-17.7625
86.2843,-17.7875
86.2816,-17.8937
86.2789,-17.8438
86.2762,-17.675
86.2735,-17.7062
86.2708,-17.75
86.2681,-17.8312
86.2654,-17.6812
86.2626,-17.55
86.2599,-17.6562
86.2572,-17.75
86.2545,-17.5938
86.2518,-17.6937
86.249,-17.6812
86.2463,-17.825
86.2436,-17.675
86.2409,-17.7062
86.2381,-17.75
86.2354,-17.8375
86.2327,-17.75
86.23,-17.75
86.2272,-17.6375
86.2245,-17.3812
86.2218,-17.5
86.219,-17.3125
86.2163,-17.3625
86.2136,-17.4312
86.2108,-17.3812
86.2081,-17.4188
86.2054,-17.4125
86.2026,-17.3125
86.1999,-17.4
86.1971,-17.3563
86.1944,-17.45
86.1917,-17.275
86.1889,-17.425
86.1862,-17.2437
86.1834,-17.275
86.1807,-17.3312
86.1779,-17.1687
86.1752,-17.1562
86.1724,-17.2437
86.1697,-17.1437
86.1669,-17.225
86.1642,-16.975
86.1614,-16.9937
86.1587,-17.1063
86.1559,-16.9875
86.1532,-17.0062
86.1504,-16.9937
86.1477,-17.0375
86.1449,-16.8562
86.1422,-16.8687
86.1394,-16.9812
86.1366,-16.975
86.1339,-16.925
86.1311,-16.9375
86.1283,-16.9375
86.1256,-16.875
86.1228,-16.875
86.12,-16.8
86.1173,-16.9688
86.1145,-16.8875
86.1117,-16.7812
86.109,-16.925
86.1062,-16.8562
86.1034,-16.9187
86.1007,-16.8937
86.0979,-16.8562
86.0951,-16.8937
86.0923,-16.8687
86.0895,-17.025
86.0868,-16.9937
86.084,-17.025
86.0812,-17.0625
86.0784,-17.2
86.0756,-17.0875
86.0729,-17.2
86.0701,-17.2125
86.0673,-17.3062
86.0645,-17.1812
86.0617,-17.2
86.0589,-17.2625
86.0561,-17.2062
86.0534,-17.1437
86.0506,-17.0875
86.0478,-17.0375
86.045,-17.1562
86.0422,-17.1562
86.0394,-17.1938
86.0366,-17.175
86.0338,-17.15
86.031,-17.3563
86.0282,-17.2
86.0254,-17.2563
86.0226,-17.4688
86.0198,-17.3687
86.017,-17.4
86.0142,-17.4312
86.0114,-17.3937
86.0086,-17.4
86.0058,-17.3375
86.003,-17.4125
86.0002,-17.3125
85.9974,-17.4562
85.9946,-17.3625
85.9917,-17.3187
85.9889,-17.4562
85.9861,-17.4688
85.9833,-17.4188
85.9805,-17.3687
85.9777,-17.4188
85.9748,-17.375
85.972,-17.4875
85.9692,-17.3875
85.9664,-17.3937
85.9636,-17.3
85.9607,-17.5
85.9579,-17.4312
85.9551,-17.475
85.9523,-17.5063
85.9494,-17.5625
85.9466,-17.3812
85.9438,-17.45
85.941,-17.25
85.9381,-17.4438
85.9353,-17.5312
85.9325,-17.4188
85.9296,-17.4188
85.9268,-17.3875
85.924,-17.3375
85.9211,-17.6375
85.9183,-17.5437
85.9155,-17.5812
85.9126,-17.7437
85.9098,-17.5187
85.9069,-17.6062
85.9041,-17.725
85.9013,-17.5625
85.8984,-17.625
85.8956,-17.75
85.8927,-17.7188
85.8899,-17.6875
85.887,-17.65
85.8842,-17.7563
85.8813,-17.675
85.8785,-17.5125
85.8756,-17.5125
85.8728,-17.5187
85.8699,-17.6
85.8671,-17.5375
85.8642,-17.4812
85.8614,-17.5312
85.8585,-17.5812
85.8557,-17.5125
85.8528,-17.5562
85.8499,-17.6
85.8471,-17.6875
85.8442,-17.6437
85.8414,-17.5625
85.8385,-17.7937
85.8356,-17.7875
85.8328,-17.6437
85.8299,-17.725
85.827,-17.7062
85.8242,-17.6
85.8213,-17.5125
85.8184,-17.55
85.8156,-17.475
85.8127,-17.4188
85.8098,-17.5437
85.8069,-17.4812
85.8041,-17.4937
85.8012,-17.4812
85.7983,-17.3125
85.7954,-17.375
85.7926,-17.3187
85.7897,-17.4125
85.7868,-17.4625
85.7839,-17.4937
85.781,-17.4
85.7782,-17.2687
85.7753,-17.4812
85.7724,-17.3125
85.7695,-17.3312
85.7666,-17.35
85.7637,-17.3
85.7608,-17.2937
85.7579,-17.3875
85.7551,-17.1687
85.7522,-17.2375
85.7493,-17.1812
85.7464,-17.1875
85.7435,-17.0375
85.7406,-17.1938
85.7377,-17.2188
85.7348,-17.1313
85.7319,-17.2437
85.729,-17
85.7261,-17.0125
85.7232,-17.1875
85.7203,-17.1187
85.7174,-17.1
85.7145,-17.0562
85.7116,-17.0312
85.7087,-17
85.7058,-16.775
85.7029,-16.875
85.6999,-16.9125
85.697,-16.8438
85.6941,-16.8125
85.6912,-16.8438
85.6883,-16.8312
85.6854,-16.775
85.6825,-16.8188
85.6796,-16.7562
85.6766,-16.7
85.6737,-16.6687
85.6708,-16.85
85.6679,-16.6062
85.665,-16.8188
85.662,-16.6687
85.6591,-16.7938
85.6562,-16.6
85.6533,-16.7125
85.6503,-16.6125
85.6474,-16.65
85.6445,-16.4937
85.6416,-16.45
85.6386,-16.5125
85.6357,-16.5125
85.6328,-16.4813
85.6298,-16.6313
85.6269,-16.5875
85.624,-16.6
85.621,-16.6
85.6181,-16.5688
85.6152,-16.575
85.6122,-16.5375
85.6093,-16.7375
85.6063,-16.6812
85.6034,-16.725
85.6005,-16.6562
85.5975,-16.6812
85.5946,-16.6812
85.5916,-16.7562
85.5887,-16.75
85.5857,-16.7375
85.5828,-16.85
85.5798,-16.7687
85.5769,-16.7125
85.5739,-16.4937
85.571,-16.75
85.568,-16.6313
85.5651,-16.6375
85.5621,-16.7313
85.5592,-16.5
85.5562,-16.7062
85.5533,-16.6
85.5503,-16.6812
85.5473,-16.7188
85.5444,-16.6062
85.5414,-16.7375
85.5385,-16.6875
85.5355,-16.5562
85.5325,-16.7125
85.5296,-16.6875
85.5266,-16.7
85.5236,-16.6375
85.5207,-16.7313
85.5177,-16.725
85.5147,-16.7313
85.5117,-16.7625
85.5088,-16.7375
85.5058,-16.8062
85.5028,-16.775
85.4999,-16.7
85.4969,-16.8125
85.4939,-16.9
85.4909,-16.8937
85.488,-16.7875
85.485,-16.9
85.482,-16.8062
85.479,-16.7562
85.476,-17
85.4731,-16.975
85.4701,-17.0062
85.4671,-16.925
85.4641,-17.0562
85.4611,-16.9
85.4581,-16.9562
85.4551,-16.9625
85.4521,-17
85.4492,-17
85.4462,-17.0187
85.4432,-17.05
85.4402,-16.8937
85.4372,-17.1
85.4342,-16.9
85.4312,-17.0187
85.4282,-17.0312
85.4252,-17.1812
85.4222,-17.225
85.4192,-17.2687
85.4162,-17.25
85.4132,-17.175
85.4102,-17.2563
85.4072,-17.0875
85.4042,-17.175
85.4012,-17.1938
85.3982,-17.1938
85.3952,-17.225
85.3921,-17.1313
85.3891,-17.0625
85.3861,-17.0938
85.3831,-17.0125
85.3801,-17.1063
85.3771,-17.0562
85.3741,-17.1625
85.3711,-17.075
85.368,-17.1313
85.365,-17.1187
85.362,-17.0375
85.359,-17.1437
85.356,-17.0312
85.3529,-16.9438
85.3499,-17.1313
85.3469,-16.9688
85.3439,-16.9937
85.3408,-16.9562
85.3378,-16.8813
85.3348,-16.8188
85.3318,-16.8813
85.3287,-16.8
85.3257,-16.65
85.3227,-16.8312
85.3196,-16.8125
85.3166,-16.7437
85.3136,-16.8
85.3105,-16.925
85.3075,-16.8687
85.3045,-16.7313
85.3014,-16.65
85.2984,-16.6625
85.2953,-16.675
85.2923,-16.7562
85.2893,-16.6187
85.2862,-16.6687
85.2832,-16.5125
85.2801,-16.6625
85.2771,-16.5562
85.274,-16.4375
85.271,-16.5688
85.268,-16.5812
85.2649,-16.3687
85.2618,-16.4437
85.2588,-16.3375
85.2558,-16.5562
85.2527,-16.5125
85.2496,-16.4125
85.2466,-16.4562
85.2435,-16.35
85.2405,-16.4
85.2374,-16.4062
85.2344,-16.475
85.2313,-16.4188
85.2282,-16.3438
85.2252,-16.4312
85.2221,-16.4
85.219,-16.2375
85.216,-16.3875
85.2129,-16.2563
85.2099,-16.4562
85.2068,-16.3125
85.2037,-16.2
85.2007,-16.25
85.1976,-16.2312
85.1945,-16.2625
85.1914,-16.2563
85.1884,-16.2687
85.1853,-16.4125
85.1822,-16.3562
85.1791,-16.5625
85.1761,-16.2625
85.173,-16.3875
85.1699,-16.4062
85.1668,-16.3562
85.1637,-16.3562
85.1607,-16.3625
85.1576,-16.3
85.1545,-16.2687
85.1514,-16.3687
85.1483,-16.3312
85.1452,-16.3438
85.1422,-16.2625
85.1391,-16.325
85.136,-16.3562
85.1329,-16.2937
85.1298,-16.3438
85.1267,-16.2375
85.1236,-16.25
85.1205,-16.4562
85.1174,-16.35
85.1143,-16.3937
85.1112,-16.475
85.1081,-16.3875
85.105,-16.5312
85.1019,-16.4062
85.0988,-16.5875
85.0957,-16.4688
85.0926,-16.5812
85.0895,-16.6313
85.0864,-16.6875
85.0833,-16.625
85.0802,-16.4813
85.0771,-16.4625
85.074,-16.5375
85.0709,-16.5812
85.0678,-16.5688
85.0647,-16.4437
85.0616,-16.5375
85.0584,-16.5125
85.0553,-16.5437
85.0522,-16.525
85.0491,-16.5625
85.046,-16.6937
85.0429,-16.6187
85.0397,-16.65
85.0366,-16.6062
85.0335,-16.6437
85.0304,-16.725
85.0273,-16.7375
85.0241,-16.7
85.021,-16.8
85.0179,-16.6812
85.0148,-16.7938
85.0116,-16.775
85.0085,-16.8375
85.0054,-16.775
85.0022,-16.6687
84.9991,-16.6125
84.996,-16.7125
84.9928,-16.6625
84.9897,-16.725
84.9866,-16.6812
84.9834,-16.8
84.9803,-16.6875
84.9772,-16.775
84.974,-16.975
84.9709,-16.8312
84.9677,-16.875
84.9646,-16.875
84.9615,-16.9625
84.9583,-16.9125
84.9552,-16.8312
84.952,-16.9187
84.9489,-16.8813
84.9457,-16.8625
84.9426,-16.7625
84.9394,-16.7812
84.9363,-16.7062
84.9331,-16.8375
84.93,-16.6687
84.9268,-16.6937
84.9237,-16.8438
84.9205,-16.725
84.9174,-16.9
84.9142,-16.75
84.911,-16.9187
84.9079,-16.9125
84.9047,-16.8188
84.9016,-16.75
84.8984,-16.6937
84.8952,-16.7375
84.8921,-16.7938
84.8889,-16.675
84.8858,-16.7437
84.8826,-16.5437
84.8794,-16.6187
84.8763,-16.5312
84.8731,-16.5812
84.8699,-16.4062
84.8667,-16.2937
84.8636,-16.425
84.8604,-16.3375
84.8572,-16.425
84.854,-16.5063
84.8509,-16.3312
84.8477,-16.5938
84.8445,-16.575
84.8413,-16.6062
84.8382,-16.5375
84.835,-16.5562
84.8318,-16.6
84.8286,-16.6562
84.8254,-16.6375
84.8222,-16.5437
84.8191,-16.55
84.8159,-16.5812
84.8127,-16.5312
84.8095,-16.475
84.8063,-16.3687
84.8031,-16.3062
84.7999,-16.2875
84.7967,-16.4688
84.7935,-16.4688
84.7904,-16.3438
84.7871,-16.4375
84.784,-16.2812
84.7808,-16.45
84.7776,-16.4188
84.7744,-16.4813
84.7712,-16.3812
84.768,-16.425
84.7648,-16.5312
84.7616,-16.3562
84.7584,-16.5562
84.7552,-16.4312
84.752,-16.5312
84.7487,-16.2937
84.7455,-16.3062
84.7423,-16.3188
84.7391,-16.3062
84.7359,-16.1
84.7327,-16.2563
84.7295,-16.1
84.7263,-16.1625
84.7231,-16.0437
84.7198,-16.2188
84.7166,-16.1187
84.7134,-16.1125
84.7102,-16.2312
84.707,-16.2687
84.7038,-16.2687
84.7005,-16.2563
84.6973,-16.2812
84.6941,-16.275
84.6909,-16.2875
84.6876,-16.2437
84.6844,-16.35
84.6812,-16.2125
84.678,-16.1938
84.6747,-16.2875
84.6715,-16.15
84.6683,-16.1437
84.665,-16.2687
84.6618,-16.2687
84.6586,-16.1875
84.6553,-16.2812
84.6521,-16.3062
84.6489,-16.1875
84.6456,-16.2563
84.6424,-16.2563
84.6392,-16.1625
84.6359,-16.1437
84.6327,-16.2312
84.6294,-16.2312
84.6262,-16.275
84.623,-16.1812
84.6197,-16.2312
84.6165,-16.275
84.6132,-16.1
84.61,-16.1625
84.6067,-16.25
84.6035,-16.1312
84.6002,-16.1437
84.597,-16.1063
84.5937,-16.1625
84.5905,-16.2312
84.5872,-16.2563
84.584,-16.2937
84.5807,-16.2062
84.5775,-16.3312
84.5742,-16.3375
84.5709,-16.2937
84.5677,-16.3937
84.5644,-16.2937
84.5612,-16.2312
84.5579,-16.2188
84.5546,-16.4
84.5514,-16.35
84.5481,-16.3687
84.5448,-16.4312
84.5416,-16.3188
84.5383,-16.4437
84.535,-16.4
84.5318,-16.5
84.5285,-16.5063
84.5252,-16.5375
84.5219,-16.4937
84.5187,-16.5
84.5154,-16.5312
84.5121,-16.6
84.5088,-16.5625
84.5056,-16.525
84.5023,-16.45
84.499,-16.4937
84.4957,-16.5437
84.4924,-16.3875
84.4892,-16.5125
84.4859,-16.5812
84.4826,-16.5562
84.4793,-16.5312
84.476,-16.6
84.4727,-16.7125
84.4695,-16.5625
84.4662,-16.6687
84.4629,-16.7687
84.4596,-16.7687
84.4563,-16.8875
84.453,-16.7875
84.4497,-16.8062
84.4464,-16.8438
84.4431,-16.9875
84.4398,-17
84.4365,-16.9688
84.4332,-16.9312
84.4299,-16.875
84.4266,-17.0812
84.4233,-16.8813
84.42,-17.025
84.4167,-17.1063
84.4134,-17.0125
84.4101,-17.2875
84.4068,-17.1313
84.4035,-17.1313
84.4002,-17.1375
84.3969,-17.2375
84.3936,-17.2812
84.3903,-17.2188
84.3869,-17.3563
84.3836,-17.275
84.3803,-17.4062
84.377,-17.3125
84.3737,-17.2312
84.3704,-17.2625
84.3671,-17.1562
84.3637,-17.4
84.3604,-17.4062
84.3571,-17.3438
84.3538,-17.4937
84.3505,-17.4188
84.3471,-17.3875
84.3438,-17.2812
84.3405,-17.4688
84.3372,-17.4125
84.3338,-17.5
84.3305,-17.4188
84.3272,-17.4688
84.3239,-17.4438
84.3205,-17.4875
84.3172,-17.2937
84.3139,-17.3687
84.3105,-17.5375
84.3072,-17.4625
84.3039,-17.2812
84.3005,-17.475
84.2972,-17.4
84.2938,-17.4062
84.2905,-17.4562
84.2872,-17.25
84.2838,-17.4312
84.2805,-17.375
84.2771,-17.2812
84.2738,-17.4
84.2704,-17.275
84.2671,-17.3187
84.2638,-17.3625
84.2604,-17.5187
84.2571,-17.3312
84.2537,-17.4375
84.2504,-17.325
84.247,-17.4062
84.2437,-17.4688
84.2403,-17.5312
84.237,-17.2437
84.2336,-17.5063
84.2302,-17.3375
84.2269,-17.4188
84.2235,-17.5375
84.2202,-17.4312
84.2168,-17.3937
84.2134,-17.4438
84.2101,-17.3937
84.2067,-17.3187
84.2034,-17.2812
84.2,-17.2812
84.1966,-17.3625
84.1933,-17.4188
84.1899,-17.2563
84.1865,-17.3
84.1832,-17.2812
84.1798,-17.3937
84.1764,-17.3563
84.173,-17.3375
84.1697,-17.4688
84.1663,-17.2875
84.1629,-17.4937
84.1595,-17.3812
84.1562,-17.3062
84.1528,-17.4188
84.1494,-17.5063
84.146,-17.4
84.1427,-17.1313
84.1393,-17.3125
84.1359,-17.225
84.1325,-17.0875
84.1291,-17.15
84.1257,-17.0562
84.1224,-17.0062
84.119,-17.1187
84.1156,-17.1437
84.1122,-17.1812
84.1088,-17.1187
84.1054,-17.025
84.102,-17.1
84.0986,-17.0562
84.0952,-17.0062
84.0918,-17.05
84.0884,-17.0562
84.085,-16.9937
84.0816,-17.0687
84.0783,-16.95
84.0749,-16.9625
84.0715,-17.0375
84.0681,-16.8625
84.0646,-16.8312
84.0612,-16.8562
84.0578,-16.8875
84.0544,-16.8562
84.051,-17.0687
84.0476,-16.9688
84.0442,-16.9187
84.0408,-16.9438
84.0374,-16.9312
84.034,-16.9062
84.0306,-17.0687
84.0272,-17.0312
84.0238,-17.075
84.0203,-17.0062
84.0169,-17.0625
84.0135,-17.1625
84.0101,-17.0938
84.0067,-17.0438
84.0033,-17.1187
83.9998,-17.2687
83.9964,-17.1875
83.993,-17.0938
83.9896,-17.0687
83.9861,-17.175
83.9827,-16.9
83.9793,-16.9688
83.9759,-17.0562
83.9724,-17.15
83.969,-16.9562
83.9656,-17.2
83.9621,-17.05
83.9587,-17.1313
83.9553,-17.05
83.9518,-17.1
83.9484,-17.2625
83.945,-17.0187
83.9415,-17.1938
83.9381,-17.05
83.9347,-16.9812
83.9312,-17.0875
83.9278,-16.875
83.9243,-16.8188
83.9209,-16.9688
83.9175,-17.025
83.914,-16.7875
83.9106,-16.8
83.9071,-16.9
83.9037,-16.9812
83.9002,-17.0562
83.8968,-16.95
83.8933,-17.0438
83.8899,-17.0562
83.8864,-17.2188
83.883,-17.225
83.8795,-17.1125
83.8761,-17.125
83.8726,-17.2062
83.8692,-17.0625
83.8657,-17.2812
83.8623,-17.1125
83.8588,-17.2687
83.8553,-17.1625
83.8519,-17.1562
83.8484,-17.1187
83.845,-17.1125
83.8415,-16.9312
83.838,-17.1625
83.8346,-17.0312
83.8311,-16.85
83.8276,-16.8625
83.8242,-17.0062
83.8207,-17.0625
83.8172,-17.15
83.8138,-17.0938
83.8103,-17.125
83.8068,-17.1063
83.8033,-17.2125
83.7999,-17.0312
83.7964,-17.2
83.7929,-17.075
83.7894,-17.175
83.7859,-17.0687
83.7825,-17.125
83.779,-17
83.7755,-17.1812
83.772,-16.9937
83.7685,-17
83.7651,-17
83.7616,-16.9187
83.7581,-16.9875
83.7546,-16.9375
83.7511,-16.975
83.7476,-17.0125
83.7441,-17.1187
83.7407,-16.9187
83.7372,-17.0812
83.7337,-17.1313
83.7302,-16.9937
83.7267,-17.0187
83.7232,-17.1812
83.7197,-16.9187
83.7162,-17.1313
83.7127,-16.9125
83.7092,-17.1063
83.7057,-16.9187
83.7022,-16.975
83.6987,-16.925
83.6952,-16.95
83.6917,-16.9438
83.6882,-16.825
83.6847,-16.75
83.6812,-16.8687
83.6777,-16.8687
83.6742,-16.8562
83.6706,-16.8188
83.6671,-16.8438
83.6636,-16.7
83.6601,-16.7375
83.6566,-16.7125
83.6531,-16.7812
83.6496,-16.925
83.6461,-16.7125
83.6425,-16.8062
83.639,-16.8188
83.6355,-16.7625
83.632,-16.6812
83.6285,-16.6125
83.6249,-16.5938
83.6214,-16.6562
83.6179,-16.4437
83.6144,-16.4937
83.6108,-16.4375
83.6073,-16.575
83.6038,-16.7125
83.6003,-16.425
83.5967,-16.575
83.5932,-16.6313
83.5897,-16.7875
83.5861,-16.6875
83.5826,-16.6687
83.5791,-16.7125
83.5755,-16.7375
83.572,-16.7437
83.5685,-16.8062
83.5649,-16.7687
83.5614,-16.8062
83.5579,-16.7313
83.5543,-16.7437
83.5508,-16.725
83.5472,-16.6875
83.5437,-16.7562
83.5401,-16.5875
83.5366,-16.6687
83.5331,-16.8188
83.5295,-16.6125
83.526,-16.8125
83.5224,-16.7687
83.5189,-16.8625
83.5153,-16.8375
83.5117,-16.8062
83.5082,-16.8375
83.5047,-16.7938
83.5011,-16.9
83.4975,-16.875
83.494,-16.8312
83.4904,-16.775
83.4869,-16.7812
83.4833,-16.8625
83.4798,-16.75
83.4762,-16.8625
83.4726,-16.7188
83.4691,-16.8875
83.4655,-16.7125
83.4619,-16.7812
83.4584,-16.8
83.4548,-16.775
83.4512,-16.8937
83.4477,-16.8937
83.4441,-16.9562
83.4405,-16.95
83.437,-17.025
83.4334,-17.0125
83.4298,-17.0562
83.4262,-17
83.4227,-17.0562
83.4191,-16.9875
83.4155,-17.1812
83.4119,-17.1187
83.4084,-17.1687
83.4048,-17.0187
83.4012,-17.0812
83.3976,-16.9312
83.394,-16.9312
83.3905,-16.9937
83.3869,-16.9812
83.3833,-17.1
83.3797,-16.9312
83.3761,-17.0875
83.3725,-16.9688
83.3689,-17.0312
83.3653,-17.2
83.3618,-17.0875
83.3582,-17.1
83.3546,-17.1437
83.351,-17.2
83.3474,-17.2062
83.3438,-17.1437
83.3402,-17.2125
83.3366,-17.3
83.333,-17.2125
83.3294,-17.1187
83.3258,-17.1938
83.3222,-17.3
83.3186,-17.2375
83.315,-17.2875
83.3114,-17.3625
83.3078,-17.3312
83.3042,-17.3312
83.3006,-17.3687
83.297,-17.475
83.2934,-17.4688
83.2897,-17.4875
83.2861,-17.3375
83.2825,-17.25
83.2789,-17.4
83.2753,-17.425
83.2717,-17.35
83.2681,-17.2375
83.2645,-17.3563
83.2608,-17.3438
83.2572,-17.3563
83.2536,-17.3125
83.25,-17.2812
83.2464,-17.2
83.2427,-17.4937
83.2391,-17.3625
83.2355,-17.2
83.2319,-17.3438
83.2282,-17.3875
83.2246,-17.525
83.221,-17.3687
83.2174,-17.5437
83.2137,-17.375
83.2101,-17.4812
83.2065,-17.5437
83.2028,-17.4937
83.1992,-17.575
83.1956,-17.5187
83.1919,-17.4375
83.1883,-17.5688
83.1847,-17.4688
83.181,-17.4812
83.1774,-17.4312
83.1738,-17.3687
83.1701,-17.3375
83.1665,-17.2875
83.1628,-17.1125
83.1592,-17.2875
83.1555,-17.325
83.1519,-17.3187
83.1483,-17.3375
83.1446,-17.3125
83.141,-17.3125
83.1373,-17.3812
83.1337,-17.4062
83.13,-17.425
83.1264,-17.4
83.1227,-17.4937
83.1191,-17.4625
83.1154,-17.3312
83.1117,-17.4125
83.1081,-17.3187
83.1044,-17.5
83.1008,-17.4188
83.0971,-17.275
83.0935,-17.2
83.0898,-17.3062
83.0861,-17.1313
83.0825,-17.2
83.0788,-17.3062
83.0751,-17.3062
83.0715,-17.2
83.0678,-17.3687
83.0641,-17.2625
83.0605,-17.4188
83.0568,-17.3875
83.0531,-17.3187
83.0495,-17.35
83.0458,-17.4312
83.0421,-17.3937
83.0385,-17.3312
83.0348,-17.4438
83.0311,-17.5
83.0274,-17.4875
83.0238,-17.4562
83.0201,-17.6312
83.0164,-17.4062
83.0127,-17.4062
83.009,-17.425
83.0053,-17.2937
83.0017,-17.25
82.998,-17.3125
82.9943,-17.1437
82.9906,-17.2437
82.9869,-17.15
82.9832,-17.2188
82.9795,-17.175
82.9759,-17.1875
82.9722,-17.1687
82.9685,-17.0687
82.9648,-17.1812
82.9611,-17.0875
82.9574,-17.1562
82.9537,-17.2
82.95,-17.1
82.9463,-16.9812
82.9426,-17.05
82.9389,-17.0312
82.9352,-16.925
82.9315,-17.0062
82.9278,-17.05
82.9241,-16.9187
82.9204,-16.9625
82.9167,-16.8562
82.913,-16.8312
82.9093,-16.8937
82.9056,-16.8687
82.9019,-16.7938
82.8982,-16.8062
82.8944,-16.7437
82.8907,-16.8687
82.887,-16.7875
82.8833,-16.7687
82.8796,-16.7437
82.8759,-16.8062
82.8722,-16.7062
82.8685,-16.775
82.8647,-16.7
82.861,-16.7125
82.8573,-16.6625
82.8536,-16.7125
82.8499,-16.55
82.8461,-16.5875
82.8424,-16.4312
82.8387,-16.5938
82.835,-16.5875
82.8312,-16.6375
82.8275,-16.425
82.8238,-16.5312
82.8201,-16.6937
82.8163,-16.6937
82.8126,-16.6937
82.8089,-16.75
82.8051,-16.7
82.8014,-16.625
82.7977,-16.6937
82.7939,-16.7188
82.7902,-16.7625
82.7865,-16.625
82.7827,-16.6625
82.779,-16.7625
82.7753,-16.6313
82.7715,-16.7
82.7678,-16.5437
82.764,-16.7625
82.7603,-16.6187
82.7565,-16.6875
82.7528,-16.5437
82.749,-16.6437
82.7453,-16.7
82.7415,-16.7875
82.7378,-16.725
82.7341,-16.5625
82.7303,-16.6437
82.7265,-16.6812
82.7228,-16.55
82.719,-16.6375
82.7153,-16.6437
82.7115,-16.55
82.7078,-16.6375
82.704,-16.6062
82.7003,-16.6937
82.6965,-16.5625
82.6927,-16.625
82.689,-16.725
82.6852,-16.5562
82.6815,-16.6313
82.6777,-16.7
82.6739,-16.5312
82.6702,-16.7812
82.6664,-16.8062
82.6626,-16.6812
82.6589,-16.8062
82.6551,-16.7687
82.6513,-16.7125
82.6475,-16.7562
82.6438,-16.8
82.64,-16.675
82.6362,-16.5688
82.6325,-16.7188
82.6287,-16.6812
82.6249,-16.525
82.6211,-16.5562
82.6173,-16.7313
82.6136,-16.675
82.6098,-16.7375
82.606,-16.5812
82.6022,-16.6375
82.5984,-16.6
82.5947,-16.6375
82.5909,-16.6187
82.5871,-16.6313
82.5833,-16.7375
82.5795,-16.8062
82.5757,-16.6937
82.5719,-16.6625
82.5681,-16.6562
82.5643,-16.75
82.5606,-16.6437
82.5568,-16.7875
82.553,-16.5375
82.5492,-16.625
82.5454,-16.5875
82.5416,-16.4937
82.5378,-16.5562
82.534,-16.4188
82.5302,-16.4813
82.5264,-16.6
82.5226,-16.4312
82.5188,-16.5063
82.515,-16.3
82.5112,-16.5
82.5074,-16.4562
82.5036,-16.3312
82.4998,-16.35
82.4959,-16.3562
82.4921,-16.25
82.4883,-16.275
82.4845,-16.3562
82.4807,-16.3375
82.4769,-16.3062
82.4731,-16.35
82.4693,-16.3812
82.4654,-16.3
82.4616,-16.4437
82.4578,-16.3312
82.454,-16.4062
82.4502,-16.3812
82.4464,-16.4125
82.4425,-16.2875
82.4387,-16.3
82.4349,-16.3188
82.4311,-16.3188
82.4272,-16.3312
82.4234,-16.1625
82.4196,-16.2188
82.4158,-16.375
82.4119,-16.1875
82.4081,-16.2312
82.4043,-16.3375
82.4004,-16.2312
82.3966,-16.0687
82.3928,-16.1125
82.3889,-16.2
82.3851,-16.1063
82.3813,-16.1875
82.3774,-16.0687
82.3736,-16.2062
82.3698,-16.1
82.3659,-16.2625
82.3621,-16.2062
82.3582,-16.0312
82.3544,-16.075
82.3505,-16.2125
82.3467,-16.1625
82.3428,-16.15
82.339,-16.25
82.3352,-16.2062
82.3313,-16.15
82.3275,-16.2937
82.3236,-16.1063
82.3198,-16.1688
82.3159,-16.1063
82.3121,-16.0875
82.3082,-16.2312
82.3044,-16.175
82.3005,-16.1875
82.2966,-16.35
82.2928,-16.2437
82.2889,-16.3687
82.2851,-16.2188
82.2812,-16.3
82.2774,-16.3062
82.2735,-16.4937
82.2696,-16.275
82.2658,-16.3
82.2619,-16.375
82.258,-16.3562
82.2542,-16.2375
82.2503,-16.3
82.2464,-16.2375
82.2426,-16.0875
82.2387,-16.025
82.2348,-16.0875
82.2309,-16.0938
82.2271,-16.1938
82.2232,-16.0312
82.2193,-16.1125
82.2155,-16.2188
82.2116,-16.15
82.2077,-16.3
82.2038,-16.0312
